menuname,direction,provider,backendurl,frontendurl,httpMethod,jsfile,line,controllerClass,판정,note
비용 분석 - Cost,BE→호출없음,상속(TreeAbstractController),/admin/arms/salaries/getPaginatedChildNode.do,(호출 없음),GET,,,SalaryController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/admin/arms/salaries) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
비용 분석 - Cost,BE→호출없음,상속(TreeAbstractController),/admin/arms/salaries/moveNode.do,(호출 없음),POST,,,SalaryController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/admin/arms/salaries) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
비용 분석 - Cost,BE→호출없음,상속(TreeAbstractController),/admin/arms/salaries/removeNode.do,(호출 없음),DELETE,,,SalaryController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/admin/arms/salaries) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
비용 분석 - Cost,BE→호출없음,상속(TreeAbstractController),/admin/arms/salaries/searchNode.do,(호출 없음),GET,,,SalaryController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/admin/arms/salaries) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
비용 분석 - Cost,BE→호출없음,상속(TreeAbstractController),/admin/arms/salaries/send-message,(호출 없음),GET,,,SalaryController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/admin/arms/salaries) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
비용 분석 - Cost,BE→호출없음,자체 선언,/admin/arms/salaries/transfer-salary-info,(호출 없음),GET,,,SalaryController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/admin/arms/salaries) 를 호출하는 프론트 메뉴 1개 (호출 건수 순)
비용 분석 - Cost,BE→호출없음,상속(TreeAbstractController),/admin/arms/salaries/updateNode.do,(호출 없음),PUT,,,SalaryController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/admin/arms/salaries) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
비용 분석 - Cost,FE→BE없음,프론트 호출,/admin/arms/salaries/excel-upload.do,/auth-admin/api/arms/salaries/excel-upload.do,GET,arms/js/analysisCost.js,574,SalaryController,메서드 불일치,"경로는 일치(exact), HTTP 메서드만 다름 — 백엔드 POST / 프론트 GET"
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/addNode.do,(호출 없음),POST,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/alterNode.do,(호출 없음),PUT,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/alterNodeType.do,(호출 없음),PUT,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/analyzeNode.do,(호출 없음),GET,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/getChildNode.do,(호출 없음),GET,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/getMonitor.do,(호출 없음),GET,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/getNode.do,(호출 없음),GET,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/getNodesWithoutRoot.do,(호출 없음),GET,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/getPaginatedChildNode.do,(호출 없음),GET,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/moveNode.do,(호출 없음),POST,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/removeNode.do,(호출 없음),DELETE,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/searchNode.do,(호출 없음),GET,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatus/send-message,(호출 없음),GET,,,JiraIssueStatusController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueStatus) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/addNode.do,(호출 없음),POST,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/alterNode.do,(호출 없음),PUT,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/alterNodeType.do,(호출 없음),PUT,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/analyzeNode.do,(호출 없음),GET,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/getChildNode.do,(호출 없음),GET,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/getMonitor.do,(호출 없음),GET,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/getNode.do,(호출 없음),GET,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/getNodesWithoutRoot.do,(호출 없음),GET,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/getPaginatedChildNode.do,(호출 없음),GET,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/moveNode.do,(호출 없음),POST,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/removeNode.do,(호출 없음),DELETE,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/searchNode.do,(호출 없음),GET,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/send-message,(호출 없음),GET,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueType/updateNode.do,(호출 없음),PUT,,,JiraIssueTypeController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraIssueType) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/addNode.do,(호출 없음),POST,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/alterNode.do,(호출 없음),PUT,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/alterNodeType.do,(호출 없음),PUT,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/analyzeNode.do,(호출 없음),GET,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,자체 선언,/arms/reqState/complete-keyword,(호출 없음),GET,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순)
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,자체 선언,/arms/reqState/defaultSetting.do,(호출 없음),PUT,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순)
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/getChildNode.do,(호출 없음),GET,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/getMonitor.do,(호출 없음),GET,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/getPaginatedChildNode.do,(호출 없음),GET,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/moveNode.do,(호출 없음),POST,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/removeNode.do,(호출 없음),DELETE,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/searchNode.do,(호출 없음),GET,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
"상태 관리;범위 분석 - Scope;공통 모듈;Time, Scope, Resource",BE→호출없음,상속(TreeAbstractController),/arms/reqState/send-message,(호출 없음),GET,,,ReqStateController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/reqState) 를 호출하는 프론트 메뉴 4개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/addNode.do,(호출 없음),POST,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/alterNode.do,(호출 없음),PUT,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/alterNodeType.do,(호출 없음),PUT,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/analyzeNode.do,(호출 없음),GET,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/getChildNode.do,(호출 없음),GET,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/getMonitor.do,(호출 없음),GET,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/getNode.do,(호출 없음),GET,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/getNodesWithoutRoot.do,(호출 없음),GET,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/getPaginatedChildNode.do,(호출 없음),GET,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/moveNode.do,(호출 없음),POST,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/removeNode.do,(호출 없음),DELETE,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/searchNode.do,(호출 없음),GET,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/send-message,(호출 없음),GET,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraProject/updateNode.do,(호출 없음),PUT,,,JiraProjectController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraProject) 를 호출하는 프론트 메뉴 1개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/addNode.do,(호출 없음),POST,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/alterNode.do,(호출 없음),PUT,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/alterNodeType.do,(호출 없음),PUT,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/analyzeNode.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/getChildNode.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,자체 선언,/arms/jiraServer/getJiraIssueResolution.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순)
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/getMonitor.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/getNode.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,자체 선언,/arms/jiraServer/getNodeWithEncryption.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순)
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/getNodesWithoutRoot.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/getPaginatedChildNode.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,자체 선언,/arms/jiraServer/getRuleSet.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순)
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/moveNode.do,(호출 없음),POST,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/searchNode.do,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
서버 관리;상태 관리,BE→호출없음,상속(TreeAbstractController),/arms/jiraServer/send-message,(호출 없음),GET,,,JiraServerController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 같은 basePath(/arms/jiraServer) 를 호출하는 프론트 메뉴 2개 (호출 건수 순) / 상속 전개 엔드포인트(inherited(TreeAbstractController))
